Permit_Number,Owner_Name,Operating_Name,Street,City,State,Prem_Zip,Prem_County,Industry_Type,New_Permit_Flag
WA-I-21005,"RADENGRP, LLC",,10900 NE 4TH ST STE 1850,BELLEVUE,WA,98004,KING,Importer (Alcohol),0
WA-I-21006,LAMAS ENTERPRISES LLC,,9535 40TH CT SE,OLYMPIA,WA,98513,THURSTON,Importer (Alcohol),0
WA-I-21007,GLOBALWEISE L.L.C.,,1405 4TH ST,KIRKLAND,WA,98033,KING,Importer (Alcohol),0
WA-I-21008,TOM ELSEMORE,,1418 E LAKESHORE DR,LAKE STEVENS,WA,98258,SNOHOMISH,Importer (Alcohol),0
WA-I-21009,IMPOLA INTERNATIONAL INCORPORATED,,11601 SE 51ST DR SE,EVERETT,WA,98208,SNOHOMISH,Importer (Alcohol),0
WA-I-21010,"AFRICAN BEER IMPORTERS, LLC",African Beer Importers,5305 E 18TH ST STE 218,VANCOUVER,WA,98661,,Importer (Alcohol),0
WA-I-21011,"POGGIO LA NOCE, L.L.C.",,4801 E 8TH ST STE A,TACOMA,WA,98424,KING,Importer (Alcohol),0
WA-I-21012,"BACK BAR PROJECT, LLC",,9401 AURORA AVE N STE D020,SEATTLE,WA,98103,KING,Importer (Alcohol),0
WA-I-21013,VINIQ LLC,,1519 NE 94TH ST,SEATTLE,WA,98115,KING,Importer (Alcohol),0
WA-I-21014,YEHAGER TRADING LLC,,3420 15TH AVE W CONDO 101,SEATTLE,WA,98119,KING,Importer (Alcohol),0
WA-I-21015,JOHNSON BROTHERS DISTRIBUTION LLC,,3516 TOAD LAKE RD,BELLINGHAM,WA,98226,,Importer (Alcohol),0
WA-I-21017,"YOUNG'S MARKET COMPANY OF WASHINGTON, LLC",Republic National Distributing Company of Washington,2960 4TH AVE S STE 104,SEATTLE,WA,98134,,Importer (Alcohol),0
WA-I-21018,"YOUNG'S MARKET COMPANY OF WASHINGTON, LLC",Republic National Distributing Company of Washington,6249 TACOMA MALL BLVD,TACOMA,WA,98409,,Importer (Alcohol),0
WA-I-21019,"BARRIQUE IMPORTS, LLC",Barrique Imports,18918 13TH PL S,SEATAC,WA,98148,KING,Importer (Alcohol),0
WA-I-21020,WAGONER IMPORTS LLC,,12067 LAKESIDE PL NE,SEATTLE,WA,98125,,Importer (Alcohol),0
WA-I-21021,HIESENBERG IMPORTS LLC,,3400 HARBOR AVENUE SOUTHWEST BLDG 234,SEATTLE,WA,98126,KING,Importer (Alcohol),0
WA-I-21023,CRU SELECTIONS LIMITED LIABILITY COMPANY,,14227 NE 200TH ST,WOODINVILLE,WA,98072,KING,Importer (Alcohol),0
WA-I-21024,COHO DISTRIBUTING LLC,Columbia Distributing,6249 TACOMA MALL BLVD,TACOMA,WA,98409,,Importer (Alcohol),0
WA-I-21025,"YOUNG'S MARKET COMPANY OF WASHINGTON, LLC",Republic National Distributing Company of Washington,601 W AHTANUM RD,UNION GAP,WA,98903,,Importer (Alcohol),0
WA-I-21026,RED TRUCK BEER COMPANY,,8420 PORTAL WAY UNIT A-3,BLAINE,WA,98230,,Importer (Alcohol),0
WA-I-21027,"SUNRISE INTERNATIONAL, LLC.",,1275 12TH AVE NW STE 15,ISSAQUAH,WA,98027,KING,Importer (Alcohol),0
WA-I-21028,"CORFINI CELLARS, INC.",Corfini Cellars,3667 1ST AVE S,SEATTLE,WA,98134,KING,Importer (Alcohol),0
WA-I-21029,DONALD WAYNE NORDNESS,Vino Bio,4213 LEARY WAY NW,SEATTLE,WA,98107,KING,Importer (Alcohol),0
WA-I-21031,"TRES JEFES IMPORTERS, LLC",,2211 S. 88TH AVE,YAKIMA,WA,98903,,Importer (Alcohol),0
WA-I-21032,SMALL PRODUCER WINES LLC,,950 NW ELFORD DR,SEATTLE,WA,98177,,Importer (Alcohol),0
WA-I-21033,GREAT HERON LIMITED LIABILITY COMPANY,LA BOTTE PICCOLA WINE COMPANY,19501 144TH AVE NE STE D700,WOODINVILLE,WA,98072,KING,Importer (Alcohol),0
WA-I-21034,"YOUNG'S MARKET COMPANY OF WASHINGTON, LLC",Republic National Distributing Company of Washington,1214 E SPRAGUE ST,SPOKANE,WA,99202,SPOKANE,Importer (Alcohol),0
WA-I-21035,COHO DISTRIBUTING LLC,Columbia Distributing,601 W AHTANUM RD,UNION GAP,WA,98903,YAKIMA,Importer (Alcohol),0
WA-I-21036,"YOUNG'S MARKET COMPANY OF WASHINGTON, LLC",Republic National Distributing Company of Washington,5900 15TH AVE NW,SEATTLE,WA,98107,KING,Importer (Alcohol),0
WA-I-21038,"PACIFIC BRIDGE TRADING, LLC",Red Earth Wines,1602 PALM AVE SW,SEATTLE,WA,98116,KING,Importer (Alcohol),0
WA-I-21040,"MASTER BRANDS DISTRIBUTORS, LLC",Master Brands,806 S BUCHANAN CT,KENNEWICK,WA,99336,,Importer (Alcohol),0
WA-I-21041,VENNARDS GROUP LTD.,,5840 145TH PL SE,BELLEVUE,WA,98006,,Importer (Alcohol),0
WA-I-21042,"BOUTIQUE IMPORTS, LLC",Boutique Imports,8530 20TH AVE NW,SEATTLE,WA,98117,,Importer (Alcohol),0
WA-I-21043,COHO DISTRIBUTING LLC,Columbia Distributing,1301 NE 144TH ST STE 119,VANCOUVER,WA,98685,CLARK,Importer (Alcohol),0
WA-I-21044,"AHA TORO SPIRITS, INC",,2450 6TH AVE S STE 205,SEATTLE,WA,98134,KING,Importer (Alcohol),0
WA-I-21045,"YOUNG'S MARKET COMPANY OF WASHINGTON, LLC",Republic National Distributing Company of Washington,1301 NE 144TH ST STE 119,VANCOUVER,WA,98685,CLARK,Importer (Alcohol),0
WA-I-21047,UNITED IMPORTS INC,,401 SW 153RD ST STE B,BURIEN,WA,98166,KING,Importer (Alcohol),0
WA-I-21048,"VINORAI, LLC",,92 E LYNN ST UNIT 202,SEATTLE,WA,98102,,Importer (Alcohol),0
WA-I-21049,SEKIGUCHI CORPORATION,The Island King Imports,615 FRANCK ST UNIT 1,FRIDAY HARBOR,WA,98250,,Importer (Alcohol),0
WA-I-21051,CHIODO BROKERAGE LLC,,5141 S HOLLY ST,SEATTLE,WA,98118,,Importer (Alcohol),0
WA-I-21052,"WASTEWATER ALCHEMY, INC.",,1511 THIRD AVE STE 1001,SEATTLE,WA,98101,,Importer (Alcohol),0
WA-I-21054,SONIA CATHERINE KIM,SY & SCK IMPORT,29816 9TH AVE. SW,FEDERAL WAY,WA,98023,KING,Importer (Alcohol),0
WA-I-21055,KBAM IMPORTS LLC,,296 PORTER WAY WAY UNIT 3111,MILTON,WA,98354,,Importer (Alcohol),0
WA-I-21056,"24 HR LIQUIDATOR, INC.",,239 SW 137TH ST,BURIEN,WA,98166,,Importer (Alcohol),0
WA-I-21057,GAUDIUM IMPORTS LLC,,405 NAVAL AVE STE A,BREMERTON,WA,98312,,Importer (Alcohol),0
WA-I-21058,"MAGAVE TEQUILA, INC.",,1614 118TH AVE SE,BELLEVUE,WA,98005,,Importer (Alcohol),0
WA-I-21059,"ROCHELOIS, LLC",Petit Monde Wine Merchant,3247 20TH AVE W,SEATTLE,WA,98119,,Importer (Alcohol),0
WA-I-21060,WALTON BEVERAGE CO.,,1350 PACIFIC PL,FERNDALE,WA,98248,,Importer (Alcohol),0
WA-I-21061,"YOUNG'S MARKET COMPANY OF WASHINGTON, LLC",Republic National Distributing Company of Washington,3332 CEDAR ST,EVERETT,WA,98201,SNOHOMISH,Importer (Alcohol),0
WA-I-21062,"OMT-USA, INC.",,3930 LAKE WASHINGTON BLVD SE BLDG B-8,BELLEVUE,WA,98006,KING,Importer (Alcohol),0
WA-I-21063,DAYLE VINCE CARLSON,Adytum Cellars,390 VALLEY VIEW RD,ZILLA,WA,98953,,Importer (Alcohol),0
WA-I-21064,OWEN KOTLER SELECTIONS LLC,,55 S ATLANTIC ST UNIT 1B,SEATTLE,WA,98134,KING,Importer (Alcohol),0
WA-I-21065,"VINOS ARGENTINOS, INC.",VINOS ARGENTINOS,625 LANDER ST S STE B,SEATTLE,WA,98134,,Importer (Alcohol),0
WA-I-21066,COHO DISTRIBUTING LLC,Columbia Distributing,3332 CEDAR ST,EVERETT,WA,98201,SNOHOMISH,Importer (Alcohol),0
WA-I-21067,PAPA BUENO SPIRITS LLC,,8908 LAKE CITY WAY UNIT 0058,SEATTLE,WA,98155,KING,Importer (Alcohol),0
WA-I-21068,ALLARD'S CONCEPTS LLC,,4463 S 175TH STREET,SEATAC,WA,98188,KING,Importer (Alcohol),0
WA-I-21069,"SPAGHETTI WESTERN PRODUCTIONS, LLC",L & G Distributors,"6644 196 STREET, S UNIT T103",KENT,WA,98032,,Importer (Alcohol),0
WA-I-21071,GECKO WINE COMPANY LLC,,3616 SOUTH RD STE 2,MUKILTEO,WA,98275,,Importer (Alcohol),0
WA-I-21072,"NIGHTSHADE PARTNERS, INC",Nightshade,20505 E MORRIS LN,OTIS ORCHARDS,WA,99027,SPOKANE,Importer (Alcohol),0
WA-I-21073,J.A. IMPORTS LLC,,3674 ORCAS DR,CLINTON,WA,98236,,Importer (Alcohol),0
WA-I-21074,HANA TRADING USA INC,,8021 S 198TH ST BLDG 1,KENT,WA,98032,KING,Importer (Alcohol),0
WA-I-21075,"BEAR PEAK, LLC",Bear Peak Distribution,14023 220TH AVE. NE,WOODINVILLE,WA,98077,KING,Importer (Alcohol),0
WA-I-21076,WARRIORONE CONSULTING LLC,WarriorOne Wine,24131 SE 47TH CT,ISSAQUAH,WA,98029,KING,Importer (Alcohol),0
WA-I-21078,"H WINES, LLC",H Wines,1614 118TH AVE SE UNIT 1307,BELLEVUE,WA,98005,KING,Importer (Alcohol),0
WA-I-21079,TAURUS INTERNATIONAL TRADING LLC,Nomad Wine & Spirits,14023 220TH AVE NE,WOODINVILLE,WA,98077,,Importer (Alcohol),0
WA-I-21080,GEORGE KIRKISH,PALOUSE WINERY,12431 VASHON HWY SW,VASHON,WA,98070,,Importer (Alcohol),0
WA-I-21081,PHILIPPE H. MICHEL,Wineries International,226 STONE ST,WALLA WAILA,WA,99362,WALLA WALLA,Importer (Alcohol),0
WA-I-21082,NOBLES GROUP INC.,,4017 COLBY AVE,EVERRETT,WA,98201,,Importer (Alcohol),0
WA-I-21083,"NEXUS IMPORTS, INC",,7910 OCCIDENTAL AVE S,SEATTLE,WA,98108,KING,Importer (Alcohol),0
WA-I-21084,PATRICIA LOURDES LOPEZ-ALEJOS,PALUBAY IMPORTS,936 WOODLAWN AVE,EVERETT,WA,98203,,Importer (Alcohol),0
WA-I-21085,"T & BEER, INC.",Simone International,"1930 6TH AVE, S. STE 400",SEATTLE,WA,98134,KING,Importer (Alcohol),0
WA-I-21086,"ZAZA IMPORTS, LLC",,1614 118TH AVE SE UNIT 1328,BELLEVUE,WA,98005,KING,Importer (Alcohol),0
WA-I-21088,CRUSH & COOPER OF WASHINGTON LLC,,1041 INDUSTRY DR,TUKWILA,WA,98188,KING,Importer (Alcohol),0
WA-I-21089,"HOLLAND HOLDINGS, INC",,3500 188TH STREET SW STE 633,LYNNWOOD,WA,98037,,Importer (Alcohol),0
WA-I-21091,"TWO WORLD SPIRITS, LLC",,8530 20TH AVE NW,SEATTLE,WA,98117,KING,Importer (Alcohol),0
WA-I-21092,"BE'S VINUM, INC.",,645 STRANDER BLVD,TUKWILA,WA,98188,,Importer (Alcohol),0
WA-I-21093,FRANK FORSTER,Forster Beer Imports,20225 10TH PL SE,SNOHOMISH,WA,98290,SNOHOMISH,Importer (Alcohol),0
WA-I-21094,"AMBROSIA CHILENA, EXCEPTIONAL WINES OF CHILE LLC",,321 31 ST AVE E,SEATTLE,WA,98112,,Importer (Alcohol),0
WA-I-21095,"KENDALL FARMS, LLC",Kendall Wines,6861 A VANBELLE RD,SUNNYSIDE,WA,98944,YAKIMA COUNTY,Importer (Alcohol),0
WA-I-21096,"GIN SOCIETY, INC.",Society Wine and Spirits of Washngton,4040 26TH AVE APT 218,SEATTLE,WA,98106,,Importer (Alcohol),0
WA-I-21097,"YOUNG'S MARKET COMPANY OF WASHINGTON, LLC",Republic National Distributing Company of Washington,2106 PACIFIC ST STE 101-102,BELLINGHAM,WA,98229,WHATCOM,Importer (Alcohol),0
WA-I-21098,PENINSULA HOLDINGS LLC,,"3425 9TH AVENUE CT, NW",GIG HARBOR,WA,98335,PIERCE,Importer (Alcohol),0
WA-I-21102,"TRIPLE BEAM IMPORTS, LLC",Walden Selections,4811 AIRPORT WAY S,SEATTLE,WA,98108,KING,Importer (Alcohol),0
WA-I-21103,THE ONLY GROUP INC,OnlyBitters,1501 1ST AVE S STE 600,SEATTLE,WA,98134,KING,Importer (Alcohol),0
WA-I-21104,GLOBAL PIONEER SPIRITS LLC,,6633 FAIRWAY AVE SE,SNOQUALMIE,WA,98065,KING,Importer (Alcohol),0
WA-I-21105,"VIN2U WINE GROUP, LLC",Vin2U Wine Group,2028 NE 21ST AVE S UNIT 2,SEATTLE,WA,98144,,Importer (Alcohol),0
WA-I-21106,"CLOS IMPORTS, LLC",Clos Imports,3210 S LANDER ST,SEATTLE,WA,98144,,Importer (Alcohol),0
WA-I-21107,"SNOHOMISH WINE IMPORT, LLC",Snohomish Wine Import,18619 65TH AVE. SE,SNOHOMISH,WA,98296,SNOHOMISH,Importer (Alcohol),0
WA-I-21108,LE PO CELLARS LLC,Le Po Cellars,11820 NORTHUP WAY UNIT E-200,BELLEVUE,WA,98005,,Importer (Alcohol),0
WA-I-21109,"FARM SHED WINES, LLC",,21811 69TH ST E,LAKE TAPPS,WA,98391,PIERCE,Importer (Alcohol),0
WA-I-21110,"PREMIUM BEVERAGES, LLC.",,6125 202ND ST SW UNIT 2,LYNNWOOD,WA,98036,,Importer (Alcohol),0
WA-I-21111,"BEAUCHAMP IMPORTS, INC",French Cider,1481 ELLIOTT AVE W,SEATTLE,WA,98119,KING,Importer (Alcohol),0
WA-I-21112,COLISEUM CORP,valley vineyards,10736 STONE AVE N APT A,SEATTLE,WA,98133,,Importer (Alcohol),0
WA-I-21115,THIRD LEAF WINES LLC,Third Leaf Wines,15707 146TH AVE SE STE B,SNOHOMISH,WA,98290,KING,Importer (Alcohol),0
WA-I-21116,"A & B IMPORTS, INC.",,8 S IDAHO ST,SEATTLE,WA,98134,KING,Importer (Alcohol),0
WA-I-21117,"INTERNATIONAL SEAFOODS PLUS, LLC",Tequilas USA,12308 NE 56TH ST UNIT 1607,VANCOUVER,WA,98682,CLARK,Importer (Alcohol),0
WA-I-21118,MAPLE FALLS LIQUOR INC,maple falls spirits,470 2ND ST W UNIT 110,SUMAS,WA,98295,WASHINGTON,Importer (Alcohol),0
WA-I-21119,"VALHALLA IMPORTS, LLC",,1905 NE 75TH ST,SEATTLE,WA,98115,,Importer (Alcohol),0
WA-I-21120,VINESYNERGY LLC,,9400 NE 134TH ST,VANCOUVER,WA,98662,CLARK,Importer (Alcohol),0
WA-I-21121,CHAMBERS BAY DISTRIBUTING LLC,,5207 95TH AVE CT W BLDG,UNIVERSITY PLACE,WA,98467,,Importer (Alcohol),0
WA-I-21122,ALERT AESTHETICS LLC,Alert Aesthetics,1408 N 28 ST,RENTON,WA,98056,,Importer (Alcohol),0
WA-I-21123,GOTO IMPORTS LLC,Goto Imports,4755 FERNRIDGE LN,MERCER ISLAND,WA,98040,KING,Importer (Alcohol),0
WA-I-21124,"FLYING RABBIT WINES, LLC",,1657 28TH AVE NE,ISSAQUAH,WA,98029,KING,Importer (Alcohol),0
WA-I-21125,COHO DISTRIBUTING LLC,Columbia Distributing,6201 ASSOCIATED BLVD STE 102,EVERETT,WA,98203,SNOHOMISH,Importer (Alcohol),0
WA-I-21126,"YOUNG'S MARKET COMPANY OF WASHINGTON, LLC",Republic National Distributing Company of Washington,6201 ASSOCIATED BLVD STE 102,EVERETT,WA,98203,SNOHOMISH,Importer (Alcohol),0
WA-I-21127,"SNOWBRIDGE DISTILLING, LLC",,309 S CLOVERDALE ST STE C8,SEATTLE,WA,98164,KING,Importer (Alcohol),0
WA-I-21128,HABESHA PRODUCT IMPORTERS LLC,HABESHA PRODUCT IMPORTERS,2400 1ST AVE S UNIT 140,SEATTLE,WA,98134,,Importer (Alcohol),0
WA-I-21129,LLC SIRENS,Sirens,312 NAVAL AVE,BREMERTON,WA,98337,KITSAP,Importer (Alcohol),0
WA-I-21130,BEVTECK TECHNOLOGIES LLC,,1206 HEWITT AVE,EVERETT,WA,98201,SNOHOMISH,Importer (Alcohol),0
WA-I-21131,"LR IMPORTS, LLC",,4700 OHIO AVE S UNIT A,SEATTLE,WA,98134,,Importer (Alcohol),0
WA-I-21132,LYLE JOHN HEBERT AND JUDITH EMILY BONE-HEBERT,Continental Wines,13011 3RD AVE NW,SEATTLE,WA,98177,KING,Importer (Alcohol),0
WA-I-21133,LIGHTWEIGHT BEVERAGE CORPORATION,LIGHTWEIGHT WINE,9623 32ND ST SE BLDG A #112,LAKE STEVENS,WA,98258,,Importer (Alcohol),0
WA-I-21137,TWT VINTNERS WASHINGTON LLC,,1481 W ELLIOTT AVE UNIT TWT,SEATTLE,WA,98119,,Importer (Alcohol),0
WA-I-21138,BOZMAN AND ASSOCIATES LLC,,1203 E MISSION AVE STE B,SPOKANE,WA,99202,SPOKANE,Importer (Alcohol),0
WA-I-21139,GENESIS IMPORTS LLC,Genesis Imports,1481 ELLIOT AVE W,SEATTLE,WA,98119,KING,Importer (Alcohol),0
WA-I-21140,COLUMBIA WASHINGTON ORCHARDS LLC,Hi Oasis Vineyards,334 EASTLAKE ROAD,OROVILLE,WA,98844,OKANOGAN,Importer (Alcohol),0
WA-I-21141,"DISTILLERS WAY, LLC",,5235 INDUSTRIAL PL,FERNDALE,WA,98248,WHATCOM,Importer (Alcohol),0
WA-I-21142,"MITCHELL WINE GROUP, LLC",,2624 S 112TH ST UNIT D3,LAKEWOOD,WA,98499,,Importer (Alcohol),0
WA-I-21143,AMBROSIA SELECTIONS LLC,,3123 142ND AVE E STE D,SUMNER,WA,98390,PIERCE,Importer (Alcohol),0
WA-I-21145,TIMOTHY ALLEN ROTE,Clos De Caveau,5964 ROSE LOOP NE,BAINBRIDGE ISLAND,WA,98110,KITSAP,Importer (Alcohol),0
WA-I-21146,PHR INC,phr liquors,620 TRIANGLE CTR UNIT 650,LONGVIEW,WA,98632,COWLITZ,Importer (Alcohol),0
WA-I-21147,NW BEVERAGES LLC,NW BEVERAGES,20421 84TH AVENUE S STE B,KENT,WA,98032,KING,Importer (Alcohol),0
WA-I-21150,ELM BROTHERS IMPORTS LLC,Elm Brothers,4101 W MARGINAL WAY SW STE A1,SEATTLE,WA,98106,,Importer (Alcohol),0
WA-I-21152,COHO DISTRIBUTING LLC,COLUMBIA DISTRIBUTING,3166 COUGAR LN SW,TUMWATER,WA,98512,THURSTON,Importer (Alcohol),0
WA-I-21153,COHO DISTRIBUTING LLC,Columbia Distributing,22200 DAUNTLESS DR NW,POULSBO,WA,98370,KITSAP,Importer (Alcohol),0
WA-I-21154,"YOUNG'S MARKET COMPANY OF WASHINGTON, LLC",Republic National Distributing Company of Washington,3166 COUGAR LN SW,TUMWATER,WA,98512,THURSTON,Importer (Alcohol),0
WA-I-21155,"YOUNG'S MARKET COMPANY OF WASHINGTON, LLC",Republic National Distributing Company of Washington,22200 DAUNTLESS DR NW,POULSBO,WA,98370,KITSAP,Importer (Alcohol),0
WA-I-21156,BESO IMPORTS LLC,,1006 24TH ST,ANACORTES,WA,98221,SKAGIT,Importer (Alcohol),0
WA-I-21157,"PWSWA, LLC",,7848 S 202ND ST,KENT,WA,98032,KING,Importer (Alcohol),0
WA-I-21159,WAY FINE WINES INTERNATIONAL LLC,,31 RANGEVIEW RD,OTHELLO,WA,99344,FRANKLIN,Importer (Alcohol),0
WA-I-21160,"LIBERATION DISTRIBUTION, INC.",,20301 59TH PL S,KENT,WA,98032,KING,Importer (Alcohol),0
WA-I-21161,ROBERT S ANGEL,Angel Distributing,7445 W MERCER WAY,MERCER ISLAND,WA,98040,WASHINGTON,Importer (Alcohol),0
WA-I-21162,"PRINCESS AND BEAR IMPORTS, LLC",,309 SOUTH CLOVERDALE ST STE B7,SEATTLE,WA,98108,SNOHOMISH,Importer (Alcohol),0
WA-I-21164,TEINNOVADORA LLC,Teinnovadora,1481 ELLIOTT AVE W UNIT A,SEATTLE,WA,98119,,Importer (Alcohol),0
WA-I-21165,"EASTFORK WINES, LLC",,1614 118TH AVE SE UNIT 495,BELLEVUE,WA,98005,,Importer (Alcohol),0
WA-I-21166,DWAN WEST,,916 WHEELER ST S,TACOMA,WA,98444,,Importer (Alcohol),0
WA-I-21169,SAKE INTERNATIONAL LLC,,2510 OCEAN BEACH HWY,LONGVIEW,WA,98632,WASHINGTON (WA),Importer (Alcohol),0
WA-I-21170,AVENDANO INDUSTRIES LLC,Casa de la Vega,20029 19TH AVE NE UNIT 1029,SHORELINE,WA,98155,KING,Importer (Alcohol),0
WA-I-21171,PASQUALE JAMES PERRY,Perry Imports,657 S 150TH ST,BURIEN,WA,98148,,Importer (Alcohol),0
WA-I-21172,"JAMES BAY DISTILLERS, LTD.",,3101 111TH ST SW STE B,EVERETT,WA,98204,SNOHOMISH,Importer (Alcohol),0
WA-I-21173,"JDA DISTRIBUTORS, LLC",JDA DISTRIBUTORS,2402 A ST SE,AUBURN,WA,98002,KING,Importer (Alcohol),0
WA-I-21174,JOHN D. TZIOTIS AND EKATERINI S. TZIOTIS,Yiannis Foods and Wines,350 NW 85TH ST STE C,SEATTLE,WA,98117,,Importer (Alcohol),0
WA-I-21175,KILY IMPORT LLC,Kily Import,1220 21ST AVE E,SEATTLE,WA,98112,KING,Importer (Alcohol),0
WA-I-21176,SOLOIST WINES LLC,,334 BENSON RD,PORT ANGELES,WA,98363,,Importer (Alcohol),0
WA-I-21177,VINEYARD ASSOCIATES LLC,Vineyard Associates Distribution,801 SCOGGINS RD,UNDERWOOD,WA,98651,SKAMANIA,Importer (Alcohol),0
WA-I-21178,TIANYI YAO,Michael's Import,647 129TH PL NE,BELLEVUE,WA,98005,,Importer (Alcohol),0
WA-I-21179,ANDREW JANUIK WINE IMPORTS LLC,,1614 118TH AVE SE UNIT 200,BELLEVUE,WA,98005,,Importer (Alcohol),0
WA-I-21180,PUDDLTOWN WINE CONSULTANTS LLC,,8468 SILVER LAKE RD,MAPLE FALLS,WA,98266,WHATCOM,Importer (Alcohol),0
WA-I-21182,UNICORN IMPORTS LLC,Unicorn Imports,1329 N 47TH ST UNIT 31174,SEATTLE,WA,98103,KING,Importer (Alcohol),0
WA-I-21183,ONLY HEARTS SPIRITS & WINE INC.,,8105 BIRCH BAY SQUARE ST STE 103,BLAINE,WA,98230,WHATCOM,Importer (Alcohol),0
WA-I-21184,SAPERE ORIGINIS LLC,Sapere Originis,671 ABBOTT RD,WALLA WALLA,WA,99362,,Importer (Alcohol),0
WA-I-21185,UNITED BRANDS INTERNATIONAL INC,,420 S MASSACHUSETTS ST,SEATTLE,WA,98134,,Importer (Alcohol),0
WA-I-21186,LIVING WINE INC,Living Wine,4411 SW OTHELLO ST,SEATTLE,WA,98136,KING,Importer (Alcohol),0
WA-I-21187,UNICORN IMPORTS LLC,Unicorn Imports,800 MAYNARD AVE S STE 001-A145,SEATTLE,WA,98134,,Importer (Alcohol),0
WA-I-21188,MUSTMUST IMPORTERS,,4526 S MEAD ST,SEATTLE,WA,98118,KING,Importer (Alcohol),0
WA-I-21189,LATAM IMPORTS LLC,,1668 DOW RD,FREELAND,WA,98249,ISLAND,Importer (Alcohol),0
WA-I-21190,BULK CARGO SERVICES & LOGISTICS INC.,DLB ENTERPRISES/BULK CARGO SERVICES & LOGISTICS INC,15400 NE 103RD,VANCOUVER,WA,98682,CLARK,Importer (Alcohol),0
WA-I-21191,UNTETHERED LLC,Untethered,3835 E MCGRAW ST,SEATTLE,WA,98112,KING,Importer (Alcohol),0
WA-I-21193,"RO & ELI, INC.",,2400 1ST AVE S UNIT 115,SEATTLE,WA,98134,KING,Importer (Alcohol),0
WA-I-21194,IWINE.US LLC,,1420 153RD AVE NE UNIT B3811,BELLEVUE,WA,98007,,Importer (Alcohol),0
WA-I-21195,COPPER MOUNTAIN BEVERAGE CO.,Copper Mountain Beverage,1330 NE 68TH ST ST,SEATTLE,WA,98115,,Importer (Alcohol),0
WA-I-21196,NOT HOT DOG LLC,,38 E MAIN ST STE 205,WALL WALLA,WA,99362,WALLA WALLA,Importer (Alcohol),0
WA-I-21197,SAHALEE LIQUOR COMPANY INC.,,18009 NE 76TH ST UNIT 103,REDMOND,WA,98052,KING,Importer (Alcohol),0
WA-I-21198,"LIBERTY IMPORTING AND DISTRIBUTING, INC.",Liberty Importing and Distributing,1601 S 92ND PL STE B,SEATTLE,WA,98108,,Importer (Alcohol),0
WA-I-21199,"GIN SOCIETY, INC.",Society Spirits,3400 HARBOR AVE UNIT 230,SEATTLE,WA,98126,,Importer (Alcohol),0
WA-I-21200,BLUE SPIRITS DISTILLING LLC,Blue Spirits Distilling,5441 SUNSET HWY,CASHMERE,WA,98815,CHELAN,Importer (Alcohol),0
WA-I-21201,KINSFOLK LLC,Kinsfolk Selections,10255 NE VALLEY RD STE C,BAINBRIDGE ISLAND,WA,98110,KITSAP,Importer (Alcohol),0
WA-I-21202,"ATLAS DRINKS, L.L.C.",Gatehouse Brands,21318 NE 101ST CT,REDMOND,WA,98053,KING COUNTY,Importer (Alcohol),0
WA-I-21203,FASEL SHENSTONE LLC,,1937 OCCIDENTAL AVE S,SEATTLE,WA,98134,,Importer (Alcohol),0
WA-I-21204,"PREMIER SPIRITS DISTRIBUTOR, LLC",PREMIER SPIRITS DISTRIBUTOR,6523 CALIFORNIA AVE SW B-255,SEATTLE,WA,98136,,Importer (Alcohol),0
WA-I-21205,TESS BRYANT SELECTIONS,Tess Bryant Selections,94 GULL COVE LN,FRIDAY HARBOR,WA,98250,,Importer (Alcohol),0
WA-I-21206,LUNA MALBEC WINES LLC,,825 LINCOLN ST UNIT 2197,BELLINGHAM,WA,98229,WHATCOM,Importer (Alcohol),0
WA-I-21207,"SHADYSIDE BEVERAGES, LLC",,220 E 2ND AVE,SELAH,WA,98942,YAKIMA,Importer (Alcohol),0
WA-I-21208,PACIFIC EDGE WINE & SPIRITS OF THE NORTHWEST,Pacific Edge Wine & Spirits of Washington,7038 S 220TH ST BLDG 8,KENT,WA,98032,KENT,Importer (Alcohol),0
WA-I-21209,6207250 INCORPORATED,,3125 MERCER AVE UNIT 101,BELLINGHAM,WA,98225,WHATCOM,Importer (Alcohol),0
WA-I-21210,KUNG FU BEV. LLC,KFV BEV. LLC.,301 W MAIN AVE,SPOKANE,WA,99201,SPOKANE,Importer (Alcohol),0
WA-I-21212,LOWE PARKER CORPORATION,,3841 1ST ST S,SEATTLE,WA,98134,KING,Importer (Alcohol),0
WA-I-21213,"BRAMHALL WINES, LLC",Bramhall Wines,1902 E BLAINE ST,SEATTLE,WA,98112,KING,Importer (Alcohol),0
WA-I-21214,"BUBBLYTWINS, LLC",Sustenance Distributing,4016 33RD AVE W,SEATTLE,WA,98199,KING,Importer (Alcohol),0
WA-I-21215,RHONDA LYNN COOK,Farm Girl Moonshine,7302 MODESTO WAY,YAKIMA,WA,98908,YAKIMA,Importer (Alcohol),0
WA-I-21216,"DEADSTICK HOLDINGS, LLC",,1614 #200 118TH AVE SE UNIT 156,BELLEVUE,WA,98005,KING COUNTY,Importer (Alcohol),0
WA-I-21217,TESS BRYANT SELECTIONS WA LLC,,515 TUCKER AVE,FRIDAY HARBOR,WA,98250,SAN JUAN,Importer (Alcohol),0
WA-I-21218,"J&G TEQUILA IMPORT, LLC",,7111 79TH DR NE,MARYSVILLE,WA,98270,SNOHOMISH,Importer (Alcohol),0
